names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
AL359208.1,-0.092416,-2.9127173,0.9263675250868907,1.0,0.0004280821917808219
LINC01951,-0.092416,-1.8739204,0.9263675250868907,1.0,0.0004280821917808219
AC010999.1,-0.092416,-1.9115709,0.9263675250868907,1.0,0.0004280821917808219
AC007406.2,-0.092416,-2.7676172,0.9263675250868907,1.0,0.0004280821917808219
TMEM40,-0.092416,-2.3879702,0.9263675250868907,1.0,0.0004280821917808219
IGF2-AS,-0.092416,-2.3692992,0.9263675250868907,1.0,0.0004280821917808219
AP004550.1,-0.092416,-1.1326988,0.9263675250868907,1.0,0.0004280821917808219
LINC01602,-0.092416,-3.2172103,0.9263675250868907,1.0,0.0004280821917808219
NOX1,-0.092416,-2.7382095,0.9263675250868907,1.0,0.0004280821917808219
MSX2,-0.092416,-1.6018164,0.9263675250868907,1.0,0.0004280821917808219
FAM166B,-0.092416,-3.2062948,0.9263675250868907,1.0,0.0004280821917808219
AC083836.1,-0.092416,-0.84089214,0.9263675250868907,1.0,0.0004280821917808219
SIK1,-0.092416,-1.3518895,0.9263675250868907,1.0,0.0004280821917808219
TMEM35A,-0.092416,-2.6618013,0.9263675250868907,1.0,0.0004280821917808219
BTK,-0.092416,-3.167692,0.9263675250868907,1.0,0.0004280821917808219
KIF25,-0.092416,-2.544516,0.9263675250868907,1.0,0.0004280821917808219
LINC00698,-0.092416,-2.9141355,0.9263675250868907,1.0,0.0004280821917808219
LINC01081,-0.092416,-2.9310985,0.9263675250868907,1.0,0.0004280821917808219
LINC00626,-0.092416,-1.2354071,0.9263675250868907,1.0,0.0004280821917808219
LINC02789,-0.092416,-2.5651562,0.9263675250868907,1.0,0.0004280821917808219
AC004801.4,-0.092416,-3.0228312,0.9263675250868907,1.0,0.0004280821917808219
AC099342.1,-0.092416,-2.5938878,0.9263675250868907,1.0,0.0004280821917808219
HAMP,-0.092416,-2.3398652,0.9263675250868907,1.0,0.0004280821917808219
EHHADH-AS1,-0.092416,-3.1849787,0.9263675250868907,1.0,0.0004280821917808219
AC013270.1,-0.092416,-3.0674572,0.9263675250868907,1.0,0.0004280821917808219
AC024475.1,-0.092416,-1.2132297,0.9263675250868907,1.0,0.0004280821917808219
AC073626.1,-0.092416,-3.075378,0.9263675250868907,1.0,0.0004280821917808219
AP002884.1,-0.092416,-0.41896534,0.9263675250868907,1.0,0.0004280821917808219
NLRP4,-0.092416,-2.6103423,0.9263675250868907,1.0,0.0004280821917808219
AC113607.1,-0.092416,-0.48372325,0.9263675250868907,1.0,0.0004280821917808219
AL353072.2,-0.092416,-3.2090063,0.9263675250868907,1.0,0.0004280821917808219
AC011124.1,-0.092416,-2.8313181,0.9263675250868907,1.0,0.0004280821917808219
LINC00620,-0.092416,-1.4849707,0.9263675250868907,1.0,0.0004280821917808219
AC027309.1,-0.092416,-2.8415499,0.9263675250868907,1.0,0.0004280821917808219
AC091544.4,-0.092416,-2.9822516,0.9263675250868907,1.0,0.0004280821917808219
C7orf69,-0.092416,-3.099826,0.9263675250868907,1.0,0.0004280821917808219
CTXN3,-0.09250474,-3.4453595,0.9262970279311944,1.0,0.0004280821917808219
AC003973.1,-0.09250474,-3.9964697,0.9262970279311944,1.0,0.0004280821917808219
APOBEC3A,-0.09250474,-3.7206419,0.9262970279311944,1.0,0.0004280821917808219
BVES,-0.09250474,-4.7295256,0.9262970279311944,1.0,0.0004280821917808219
TPPP2,-0.09250474,-4.7463646,0.9262970279311944,1.0,0.0004280821917808219
AL355835.1,-0.09250474,-3.797344,0.9262970279311944,1.0,0.0004280821917808219
AP000281.2,-0.09250474,-5.174002,0.9262970279311944,1.0,0.0004280821917808219
PHEX-AS1,-0.09250474,-5.4491434,0.9262970279311944,1.0,0.0004280821917808219
OOSP4B,-0.09250474,-3.587775,0.9262970279311944,1.0,0.0004280821917808219
AC000032.1,-0.09250474,-3.7085376,0.9262970279311944,1.0,0.0004280821917808219
CD8B,-0.09250474,-3.4485893,0.9262970279311944,1.0,0.0004280821917808219
SERPINA9,-0.09250474,-4.6657143,0.9262970279311944,1.0,0.0004280821917808219
AP003559.1,-0.09250474,-5.0151243,0.9262970279311944,1.0,0.0004280821917808219
YBX2,-0.09250474,-4.3440323,0.9262970279311944,1.0,0.0004280821917808219
AC124276.1,-0.09250474,-4.595299,0.9262970279311944,1.0,0.0004280821917808219
LINC02302,-0.09250474,-4.695652,0.9262970279311944,1.0,0.0004280821917808219
GRIN1,-0.09250474,-4.3340373,0.9262970279311944,1.0,0.0004280821917808219
MYH8,-0.09250474,-3.8897624,0.9262970279311944,1.0,0.0004280821917808219
LINC00940,-0.09250474,-3.5208464,0.9262970279311944,1.0,0.0004280821917808219
LINC02745,-0.09250474,-4.456706,0.9262970279311944,1.0,0.0004280821917808219
AP000708.1,-0.09250474,-3.7346613,0.9262970279311944,1.0,0.0004280821917808219
AC108517.2,-0.09250474,-3.6741693,0.9262970279311944,1.0,0.0004280821917808219
AL392172.2,-0.09250474,-3.9118972,0.9262970279311944,1.0,0.0004280821917808219
AL138955.1,-0.09250474,-3.316939,0.9262970279311944,1.0,0.0004280821917808219
LINC01740,-0.09250474,-4.4379716,0.9262970279311944,1.0,0.0004280821917808219
CD52,-0.09250474,-5.3000393,0.9262970279311944,1.0,0.0004280821917808219
LINC02176,-0.09250474,-4.800206,0.9262970279311944,1.0,0.0004280821917808219
AL138689.1,-0.09250474,-4.6955585,0.9262970279311944,1.0,0.0004280821917808219
AC020905.1,-0.09250474,-3.2438247,0.9262970279311944,1.0,0.0004280821917808219
ZDHHC22,-0.09250474,-4.4414268,0.9262970279311944,1.0,0.0004280821917808219
ZNF479,-0.09250474,-4.148424,0.9262970279311944,1.0,0.0004280821917808219
DNMT3L,-0.09250474,-4.2627325,0.9262970279311944,1.0,0.0004280821917808219
LINC00616,-0.09250474,-3.2670705,0.9262970279311944,1.0,0.0004280821917808219
LINC01563,-0.09250474,-3.383475,0.9262970279311944,1.0,0.0004280821917808219
MIR7-3HG,-0.09250474,-4.5984893,0.9262970279311944,1.0,0.0004280821917808219
AL359237.1,-0.09250474,-5.1902237,0.9262970279311944,1.0,0.0004280821917808219
LINC01988,-0.09250474,-3.7679346,0.9262970279311944,1.0,0.0004280821917808219
AP001062.3,-0.09250474,-4.4582977,0.9262970279311944,1.0,0.0004280821917808219
TNFAIP8L2,-0.09250474,-4.2644467,0.9262970279311944,1.0,0.0004280821917808219
AL353704.1,-0.09250474,-4.1105556,0.9262970279311944,1.0,0.0004280821917808219
AC025508.1,-0.09250474,-4.586844,0.9262970279311944,1.0,0.0004280821917808219
TP53AIP1,-0.09250474,-4.615566,0.9262970279311944,1.0,0.0004280821917808219
AC025280.2,-0.09250474,-4.932212,0.9262970279311944,1.0,0.0004280821917808219
KLHL30,-0.09250474,-3.6049116,0.9262970279311944,1.0,0.0004280821917808219
AC011465.1,-0.09250474,-3.760494,0.9262970279311944,1.0,0.0004280821917808219
AC007292.1,-0.09250474,-5.054386,0.9262970279311944,1.0,0.0004280821917808219
ST3GAL5-AS1,-0.09250474,-3.6331158,0.9262970279311944,1.0,0.0004280821917808219
BX571846.1,-0.09250474,-4.7520957,0.9262970279311944,1.0,0.0004280821917808219
AC022217.2,-0.09250474,-5.1659594,0.9262970279311944,1.0,0.0004280821917808219
AC005381.1,-0.09250474,-4.3157845,0.9262970279311944,1.0,0.0004280821917808219
LNCARSR,-0.09250474,-4.9888463,0.9262970279311944,1.0,0.0004280821917808219
AL158154.3,-0.09250474,-3.288735,0.9262970279311944,1.0,0.0004280821917808219
AC093894.2,-0.09250474,-4.731084,0.9262970279311944,1.0,0.0004280821917808219
AC109439.2,-0.09250474,-5.015987,0.9262970279311944,1.0,0.0004280821917808219
AP000146.1,-0.09250474,-4.62024,0.9262970279311944,1.0,0.0004280821917808219
OTC,-0.09250474,-4.248203,0.9262970279311944,1.0,0.0004280821917808219
LINC02548,-0.09250474,-4.7084594,0.9262970279311944,1.0,0.0004280821917808219
TMEM100,-0.09250474,-4.988014,0.9262970279311944,1.0,0.0004280821917808219
GABRA5,-0.09250474,-3.7722774,0.9262970279311944,1.0,0.0004280821917808219
AC027128.1,-0.09250474,-3.2559865,0.9262970279311944,1.0,0.0004280821917808219
FOLR3,-0.09250474,-3.587889,0.9262970279311944,1.0,0.0004280821917808219
