names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
CCR2,1.3913199,1.4847491,0.16412846312394236,0.2995500467661305,0.012359936327600737
CXCR6,1.3792207,0.6716276,0.16782670314889347,0.30413229258002755,0.013109023377758357
TOX,1.3789623,0.35211655,0.16790636986189023,0.30413229258002755,0.016167795499235308
DACH1,1.3666723,-0.053969387,0.17172804982083,0.3096130995099749,0.02297200287150036
KDR,1.3650979,0.589194,0.17222228660242356,0.3096130995099749,0.01641749118262118
SKAP1,1.344623,-0.32306868,0.17874702714156443,0.3201439292087721,0.03292861824651206
JAM2,1.3191192,0.84914136,0.18712926854314116,0.3326742551878065,0.012796903773526016
BCL11B,1.290008,0.23433156,0.1970479110117982,0.3490147501315983,0.01566840413246356
S1PR1,1.2847524,0.7599879,0.19887885073027,0.3509626777593,0.012203876525484566
TIGIT,1.281604,0.64851564,0.19998158180323256,0.3516159680056836,0.012890539654795717
PTPRD,1.2683488,-0.67846674,0.20467341364440872,0.35855196550845325,0.08864196760198507
FPR3,1.2254826,1.7170093,0.22039344865107424,0.3832929541757813,0.010019039295858173
EMCN,1.2207272,0.18936172,0.22218931747591408,0.3850211999582627,0.0195386872249446
MMP1,1.2163101,0.56925815,0.22386677942115596,0.3855039677760606,0.012547208090140143
CD19,1.2118039,0.17530438,0.22558744965503574,0.3855039677760606,0.014763257280189769
PLAUR,1.2115823,1.2562542,0.22567229943494405,0.3855039677760606,0.010861762227285496
TRDC,1.2115611,0.34110674,0.2256804478022355,0.3855039677760606,0.013109023377758357
CD28,1.1735872,0.32967678,0.2405604151780334,0.40874152055316987,0.016136583538812074
CSF1R,1.1725229,0.28697982,0.24098718815947306,0.40874152055316987,0.0134211429819907
CD177,1.1616236,0.9913074,0.24538841460973904,0.41474098243899554,0.010393582820936983
CCL21,1.1560265,1.8615357,0.2476703187165722,0.4171289578384374,0.010112675177127875
KLRF1,1.1504134,-0.029026425,0.24997365768755941,0.41907134813272034,0.01669839882643029
GZMA,1.1489667,1.6457492,0.25056974357102235,0.41907134813272034,0.009831767533318768
GATA3,1.1447909,0.7060395,0.25229578852128254,0.42049298086880427,0.011922968881675457
MUC5AC,1.1389266,0.8192064,0.25473376759899136,0.4220304152704688,0.012110240644214863
LYVE1,1.1383444,0.55516005,0.2549767092259082,0.4220304152704688,0.012703267892256313
TNF,1.133864,0.262191,0.25685158095842764,0.4233554816889217,0.016448703143044415
IL12RB2,1.1322217,0.7220917,0.25754125136076067,0.4233554816889217,0.011829333000405756
IFNA1,1.1157217,-0.1910692,0.26454130131580167,0.4333782410634293,0.0183526327288617
LATS2,1.1062866,-0.72964114,0.26860245190983156,0.43853461536299027,0.10814944286650645
XCL1,1.0923854,-0.28897047,0.27466373593143734,0.44691048558335567,0.020100502512562814
IL23A,1.0727817,0.5731224,0.2833690581077164,0.45951739152602655,0.011298729673210774
CD3E,1.0635273,0.6284735,0.28754286558109765,0.46236555566286036,0.01217266456506133
CX3CR1,1.0607497,0.3336501,0.288803716243054,0.46236555566286036,0.01239114828802397
IL21R,1.0585909,1.1358209,0.2897861357011676,0.46236555566286036,0.00955085988950966
CLEC10A,1.0584363,0.9516659,0.28985659720321777,0.46236555566286036,0.010019039295858173
CXCL5,1.0582495,-0.11458109,0.28994173386358535,0.46236555566286036,0.013920534348762446
