names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
MYO1G,24.50529,1.5390068,1.297305746022287e-132,3.440368829230374e-132,0.03258738538058984
EIF2AK4,24.33693,-0.12979165,7.973563264809761e-131,2.1029177841256515e-130,0.07462658102314511
CXCL1,23.841389,1.0250448,1.2438916470988388e-125,3.262666615341217e-125,0.034899480748007666
ADAM17,23.74576,-0.2964013,1.2153568690449081e-124,3.1704961801171513e-124,0.09152833508790667
COL16A1,23.681347,-0.03790359,5.613605062553429e-124,1.4565029351489977e-123,0.06031854406013355
TRAF3IP2,23.487812,0.58720666,5.433828400133384e-122,1.4022782968086153e-121,0.040716908492643505
CD33,23.357449,1.6905141,1.1577661199297067e-120,2.971806083242028e-120,0.02995679681023654
JAG1,23.246979,-0.29746854,1.526238796466053e-119,3.896779905870774e-119,0.11280698676187134
COL8A1,23.19583,1.1061977,5.016641392553911e-119,1.274067655251787e-118,0.034134079917001056
COL7A1,23.115366,0.36884907,3.2440029767234015e-118,8.195375941195962e-118,0.045851578353142214
OLFML2B,22.952122,1.7587698,1.403303812256765e-116,3.5266273815876823e-116,0.02944313910969389
CD3D,22.870892,2.3793325,9.056206675122783e-116,2.2640516687806954e-115,0.02790407315299371
ITGA11,22.79551,0.07932769,5.080500649036225e-115,1.263544202869113e-114,0.05486220242181977
MKI67,22.654083,0.86449337,1.2716482580217555e-113,3.146346205414653e-113,0.03726243331349902
PTPN22,22.610844,0.79389286,3.389923954390655e-113,8.34442819542315e-113,0.03708061883038616
DPYSL3,22.60511,0.91764885,3.860053519612048e-113,9.453192292927465e-113,0.038921013685672
FPR3,22.455832,2.1370409,1.1223692848067805e-111,2.734706886838856e-111,0.027207965254362275
CD28,22.389938,1.2327985,4.932772377970458e-111,1.1958236067807172e-110,0.03214238489744646
EMCN,22.33169,-0.14334741,1.8191492433419555e-110,4.387897672382606e-110,0.08908019671564214
PNP,22.17352,-0.28963122,6.187813228677582e-109,1.4850751748826197e-108,0.0857299787925484
TCF7,22.059114,1.4891992,7.809776446572693e-108,1.8650212409725834e-107,0.03017802562185639
EIF2AK3,22.034344,-0.047059853,1.3498961157078017e-107,3.207673938315569e-107,0.059307121533446236
CD86,21.990877,1.1943518,3.5212177461781285e-107,8.326032109189663e-107,0.031173555274145726
CCR2,21.810774,2.3038998,1.833466472065405e-105,4.3140387578009524e-105,0.02608084260205768
JCHAIN,21.752205,2.476118,6.583783910722893e-105,1.541568915681458e-104,0.027006443606995917
PRICKLE1,21.544506,0.55554837,5.961553570139102e-103,1.3890998610032859e-102,0.03804436273387954
ITGA2,21.46435,-0.20790255,3.3540471591387913e-102,7.777500658872558e-102,0.0877916024594541
OXR1,21.424147,-0.4189238,7.957945220768595e-102,1.836448897100445e-101,0.1809747036296782
